customer_id,age,gender,city,signup_days_ago,total_spend,avg_order_value,purchase_frequency,time_since_last_purchase,most_frequent_category,customer_support_calls,discount_usage_rate,device_type,preferred_purchase_time,email_open_rate,app_opens_last_30d,engagement_score
CUST_06183,34,Other,Phoenix,387,180.69,66.01,1.62,179,Electronics,0,0.39,Tablet,Evening,0.68,8,29.44
CUST_06184,31,Other,Charlotte,1737,730.92,86.84,1.17,21,Electronics,0,0.24,Mobile,Evening,0.7,8,53.07
CUST_06185,31,Male,Dallas,363,514.89,76,1.28,76,Home,0,0.35,Mobile,Morning,0.72,10,46.11
CUST_06186,30,Female,San Antonio,1320,448.98,69.57,3.75,120,Clothing,2,0.35,Tablet,Evening,0.75,8,41.13
CUST_06187,24,Female,Phoenix,68,99.88,64.31,1.97,37,Clothing,2,0.42,Mobile,Evening,0.76,10,50.44
CUST_06188,61,Female,Fort Worth,438,17.51,106.87,1.84,64,Home,1,0.05,Mobile,Morning,0.8,12,67.84
CUST_06189,32,Other,Los Angeles,1016,335.38,72.06,2.81,178,Beauty,1,0.4,Desktop,Evening,0.77,11,30.53
CUST_06190,36,Female,Columbus,1556,2218.08,53.6,1.51,85,Electronics,0,0.27,Mobile,Afternoon,0.87,5,56.69
CUST_06191,60,Female,Houston,1807,108.93,43.37,2.48,126,Home,0,0.19,Mobile,Morning,0.5,10,40.31
CUST_06192,64,Female,Los Angeles,1629,384.88,37.2,2.68,150,Beauty,2,0.27,Mobile,Afternoon,0.65,13,38.01
CUST_06193,61,Female,Dallas,1157,555.82,38.73,1.02,126,Clothing,0,0.43,Desktop,Morning,0.92,10,51.08
CUST_06194,52,Female,Los Angeles,1319,330.51,63.59,1.75,14,Sports,0,0.3,Mobile,Morning,0.81,14,66.34
CUST_06195,34,Male,Los Angeles,296,353.56,71.76,0.53,107,Electronics,1,0.31,Mobile,Evening,0.58,9,52.09
CUST_06196,52,Female,Los Angeles,647,541.21,67.26,0.89,78,Electronics,1,0.28,Desktop,Morning,0.65,5,22.28
CUST_06197,36,Male,New York,33,843.44,54.12,1.26,30,Electronics,3,0.15,Tablet,Morning,0.88,14,67.86
CUST_06198,37,Female,Dallas,1398,202.7,61.38,2.35,155,Clothing,0,0.24,Desktop,Morning,0.92,10,27.95
CUST_06199,53,Male,San Diego,32,1147.68,91.77,0.92,66,Electronics,0,0.27,Mobile,Afternoon,0.88,6,66.61
CUST_06200,52,Female,Los Angeles,555,331.7,100.69,2.13,169,Electronics,1,0.21,Mobile,Morning,0.85,4,40.1
CUST_06201,49,Female,Los Angeles,305,542.17,117.47,1.71,152,Clothing,1,0.11,Tablet,Evening,0.77,13,62.61
CUST_06202,65,Female,Phoenix,793,56.31,75.99,1.7,32,Home,0,0.36,Desktop,Morning,0.81,8,51.69
CUST_06203,61,Female,Jacksonville,1132,339.11,107.99,2.75,96,Beauty,2,0.14,Tablet,Afternoon,0.56,9,41.69
CUST_06204,57,Other,Fort Worth,96,8.12,78.69,3.7,150,Sports,2,0.38,Tablet,Evening,0.58,7,33.75
CUST_06205,41,Female,Columbus,1090,247.99,110.95,0.37,91,Beauty,0,0.24,Desktop,Evening,0.77,11,39.97
CUST_06206,34,Male,Jacksonville,521,28.01,89.71,2.54,52,Clothing,0,0.48,Desktop,Morning,0.92,16,62.71
CUST_06207,24,Other,Columbus,230,1136.42,76.1,3.99,143,Clothing,0,0.4,Mobile,Evening,0.78,13,70.33
CUST_06208,60,Other,Houston,733,558.6,25.24,2.97,164,Beauty,1,0.21,Desktop,Morning,0.36,15,45.6
CUST_06209,67,Female,Los Angeles,358,784.81,71.28,2.6,132,Clothing,1,0.33,Mobile,Morning,0.79,9,61.23
CUST_06210,18,Male,San Diego,402,315.25,54.73,0.19,138,Sports,0,0.43,Mobile,Afternoon,0.57,9,42.85
CUST_06211,52,Male,San Diego,790,954.93,65.84,3.24,11,Electronics,2,0.09,Mobile,Evening,0.76,20,83.9
CUST_06212,49,Other,Fort Worth,99,1031.94,106.36,3.66,20,Home,0,0.13,Mobile,Evening,0.59,12,70.86
CUST_06213,53,Male,Houston,271,220.66,85.62,2.66,145,Sports,3,0.15,Mobile,Evening,0.93,13,47.46
CUST_06214,30,Female,Columbus,1799,236.49,100.11,2.93,141,Clothing,0,0.2,Tablet,Afternoon,0.86,18,62.66
CUST_06215,23,Female,Houston,362,354.88,89.3,3.05,32,Home,0,0.41,Mobile,Afternoon,0.85,10,26.22
CUST_06216,31,Female,Dallas,1188,21.58,50.91,2.68,148,Beauty,0,0.75,Mobile,Evening,0.98,7,52.64
CUST_06217,54,Female,Houston,528,2732.58,123.24,2.81,153,Electronics,0,0.33,Tablet,Afternoon,0.96,8,43.19
CUST_06218,65,Female,Charlotte,1193,222.5,70.69,0.38,152,Beauty,2,0.41,Desktop,Afternoon,0.5,5,1.79
CUST_06219,32,Other,San Jose,1045,318.24,100.98,4.49,34,Home,1,0.3,Desktop,Afternoon,0.61,6,64.47
CUST_06220,64,Female,Austin,540,702.75,115.76,2.97,62,Electronics,1,0.36,Desktop,Afternoon,0.77,7,60.43
CUST_06221,21,Female,Dallas,595,176.56,40.99,2.92,113,Beauty,0,0.3,Tablet,Morning,0.74,9,31.24
CUST_06222,57,Other,Chicago,1809,112.59,72.7,2.36,116,Home,0,0.16,Mobile,Evening,0.69,15,55.43
CUST_06223,33,Other,Los Angeles,833,68.17,92.45,0.06,118,Electronics,0,0.06,Desktop,Morning,0.84,10,41.51
CUST_06224,45,Other,Charlotte,397,375.41,68,-0.31,124,Clothing,2,0.41,Tablet,Morning,0.78,11,28.96
CUST_06225,33,Male,Austin,1060,2.76,143.43,2.5,147,Electronics,2,0.46,Desktop,Morning,0.85,10,36.63
CUST_06226,21,Male,San Diego,495,618.11,81.68,1.96,62,Home,0,0.09,Tablet,Evening,0.59,11,51.27
CUST_06227,62,Female,Jacksonville,314,309.38,90.49,2.76,104,Sports,2,0.47,Desktop,Afternoon,0.93,9,21.57
CUST_06228,43,Female,Chicago,490,379.45,120.88,1.7,117,Home,2,0.04,Mobile,Morning,0.67,16,26.44
CUST_06229,45,Female,Fort Worth,1300,152.72,40.49,1.64,139,Sports,2,0.42,Desktop,Morning,0.73,11,34.27
CUST_06230,49,Male,Los Angeles,233,98.16,63.99,1.74,31,Beauty,3,0.17,Tablet,Morning,0.84,12,40.98
CUST_06231,62,Female,Fort Worth,1640,601.97,51.03,1.55,106,Clothing,2,0.56,Tablet,Morning,0.87,10,44.87
CUST_06232,19,Female,Austin,1460,118.03,85.81,0.94,96,Electronics,1,0.08,Mobile,Evening,0.8,10,19.82
CUST_06233,48,Male,San Diego,1030,757.26,115.91,0.75,47,Home,1,0.24,Mobile,Evening,0.86,14,61.31
CUST_06234,20,Other,Charlotte,1559,113.87,48.85,2.49,119,Clothing,0,0.31,Mobile,Morning,0.84,5,45.11
CUST_06235,25,Male,San Diego,1706,474.26,39.73,2.62,19,Sports,2,0.29,Mobile,Afternoon,0.33,8,52.02
CUST_06236,41,Female,Phoenix,664,516.23,79.49,-0.95,104,Sports,0,0.38,Desktop,Evening,0.66,7,37.71
CUST_06237,32,Male,Dallas,244,352.25,108.99,1.79,100,Home,1,0.21,Mobile,Afternoon,0.82,9,47.64
CUST_06238,60,Other,Austin,241,2870.86,55.28,1.77,36,Sports,1,0.24,Tablet,Morning,0.65,6,57.63
CUST_06239,48,Other,Philadelphia,1797,235.68,49.65,2.46,39,Clothing,2,0.33,Mobile,Afternoon,0.73,17,58.01
CUST_06240,26,Other,Phoenix,558,1074.16,114.57,2.49,118,Clothing,1,0.58,Tablet,Morning,0.7,8,50.41
CUST_06241,56,Other,Jacksonville,1297,92.7,70.16,2.69,55,Clothing,0,0.24,Desktop,Morning,0.55,17,69.18
CUST_06242,62,Other,Chicago,75,205.65,90.88,1.66,13,Home,1,0.31,Tablet,Evening,0.68,8,59.05
CUST_06243,19,Other,San Antonio,283,78.54,109.53,1.29,163,Sports,0,0.13,Desktop,Morning,0.85,14,52.99
CUST_06244,25,Female,Columbus,1732,462.7,87.93,0.28,89,Sports,1,0.27,Mobile,Afternoon,0.8,12,59.15
CUST_06245,24,Female,Charlotte,1559,508.41,75.86,1.89,33,Beauty,0,0.27,Tablet,Morning,0.66,13,55
CUST_06246,61,Male,Dallas,87,302.11,50.78,0.43,5,Electronics,2,0.12,Tablet,Evening,0.77,11,47.05
CUST_06247,68,Female,Houston,881,636.77,61.71,1.29,45,Electronics,0,0.21,Desktop,Evening,0.9,5,59.93
CUST_06248,56,Other,Austin,1657,1011.16,83.75,0.61,118,Sports,2,0.28,Mobile,Evening,0.9,9,40.24
CUST_06249,59,Female,San Antonio,930,749.3,106.09,3.36,149,Sports,3,0.35,Desktop,Afternoon,0.46,11,51.92
CUST_06250,33,Male,Jacksonville,1173,138.31,63.02,0.72,98,Clothing,2,0.21,Desktop,Morning,0.69,15,43.11
CUST_06251,52,Other,Chicago,1174,193.12,60.24,1.14,82,Home,2,0.3,Mobile,Evening,0.71,11,36.53
CUST_06252,47,Female,Austin,1601,239.24,87.11,2.55,150,Sports,0,0.1,Desktop,Morning,0.63,6,39.49
CUST_06253,27,Female,Los Angeles,160,113.93,55.91,3.14,113,Beauty,1,0.55,Desktop,Evening,0.68,12,33.34
CUST_06254,55,Male,Fort Worth,446,224.11,86.01,1.27,63,Beauty,1,0.31,Mobile,Evening,0.83,10,56.29
CUST_06255,35,Other,Austin,1820,135.93,53.6,3.52,95,Sports,2,0.45,Tablet,Afternoon,0.57,11,50.55
CUST_06256,67,Male,New York,82,2727.82,81.5,1.71,171,Electronics,0,0.3,Desktop,Evening,0.95,7,51.58
CUST_06257,22,Other,Philadelphia,1031,764.51,67,3.16,10,Home,1,0.18,Mobile,Afternoon,0.79,10,61.64
CUST_06258,46,Other,Phoenix,182,983.12,77.85,2.04,67,Beauty,1,0.02,Tablet,Morning,0.34,9,50.31
CUST_06259,56,Female,Los Angeles,870,1276.47,95.15,0.68,60,Sports,0,0.39,Mobile,Afternoon,0.94,20,67.26
CUST_06260,51,Male,Fort Worth,966,546.81,72.62,1.13,75,Sports,0,0.12,Tablet,Afternoon,0.5,12,49.12
CUST_06261,60,Male,Fort Worth,1550,96.78,85.11,1.88,55,Clothing,2,0.22,Desktop,Evening,0.95,11,62.77
CUST_06262,62,Male,Chicago,478,710.5,57.7,3.05,178,Beauty,2,0.09,Tablet,Afternoon,0.62,12,31.36
CUST_06263,40,Other,Dallas,183,7.87,61.31,2.55,62,Clothing,1,0.26,Mobile,Morning,0.54,6,50.74
CUST_06264,22,Male,Chicago,1338,60.09,47.59,3.26,29,Home,1,0.23,Mobile,Afternoon,0.84,7,57.03
CUST_06265,47,Other,San Antonio,1580,15.02,73.44,1.3,9,Home,0,0.16,Desktop,Morning,0.89,11,64.55
CUST_06266,23,Male,New York,174,72.77,82.32,0.41,150,Beauty,2,0.67,Tablet,Evening,0.74,10,24.84
CUST_06267,63,Male,San Antonio,14,697.17,84.65,2.6,0,Clothing,0,0.49,Desktop,Morning,0.81,10,73.03
CUST_06268,61,Female,Dallas,1324,1083.51,117.42,2.45,47,Electronics,1,0.1,Tablet,Afternoon,0.72,12,67.33
CUST_06269,21,Male,Jacksonville,73,163.45,86.9,1.84,131,Clothing,2,0.08,Mobile,Afternoon,0.65,8,26.58
CUST_06270,46,Female,Austin,1759,63.42,64.19,1.49,118,Beauty,1,0.7,Desktop,Afternoon,0.85,8,33.76
CUST_06271,40,Female,San Diego,514,159.39,133.17,1.59,155,Beauty,3,0.39,Desktop,Afternoon,0.46,10,17.71
CUST_06272,23,Other,San Antonio,1746,520.8,55.34,1.24,171,Clothing,2,0.65,Mobile,Morning,0.55,8,31.06
CUST_06273,49,Male,San Jose,1797,215.55,80,2.34,116,Sports,0,0.07,Tablet,Morning,0.95,9,54.6
CUST_06274,59,Male,Columbus,602,1623.97,102.78,2.64,66,Sports,1,0.13,Mobile,Evening,0.76,11,71.14
CUST_06275,35,Male,San Diego,343,70.19,88.95,3.3,129,Electronics,1,0.58,Desktop,Morning,0.81,13,51.56
CUST_06276,32,Female,Fort Worth,1420,2320.01,22.8,2.01,104,Electronics,2,0.58,Mobile,Evening,0.92,10,47.89
CUST_06277,57,Male,Houston,1788,6.26,91.94,2.33,57,Electronics,2,0.4,Desktop,Afternoon,0.52,8,37.06
CUST_06278,49,Other,Charlotte,333,300.46,61.27,0.34,5,Beauty,0,0.1,Desktop,Afternoon,0.62,8,44.44
CUST_06279,26,Other,Los Angeles,355,145.05,55.97,2.11,169,Beauty,2,0.14,Tablet,Morning,0.37,12,27.22
CUST_06280,54,Male,Columbus,1583,417.68,33.01,2.61,16,Sports,2,0.41,Desktop,Afternoon,0.61,10,37.78
CUST_06281,27,Female,Columbus,847,50.77,78.87,1.19,164,Clothing,0,0.48,Tablet,Morning,0.8,5,17.5
CUST_06282,37,Other,Austin,163,1043.02,63.68,3.41,171,Home,1,0.22,Mobile,Evening,0.84,12,42.15
CUST_06283,23,Other,Dallas,116,73.4,83.54,1.2,22,Clothing,2,0.47,Tablet,Evening,0.71,10,28.49
CUST_06284,65,Female,Charlotte,1427,442.63,53.05,2.26,39,Sports,0,0.27,Desktop,Morning,0.66,7,42.2
CUST_06285,20,Other,Chicago,1103,16.96,164.36,2.18,171,Sports,1,0.39,Desktop,Evening,0.87,14,66.84
CUST_06286,59,Female,Columbus,1471,186.25,64.81,1.13,158,Sports,0,0.42,Tablet,Afternoon,0.52,14,38.72
CUST_06287,28,Other,Austin,1032,81.1,104.02,1.84,75,Sports,0,0.54,Desktop,Morning,0.87,9,56.55
CUST_06288,60,Female,Houston,1047,1904.88,103.53,2.06,123,Beauty,2,0.41,Mobile,Morning,0.67,10,43.75
CUST_06289,34,Other,San Antonio,1805,6.05,99.36,2.1,140,Electronics,0,0.4,Mobile,Evening,0.88,10,41.87
CUST_06290,49,Male,Los Angeles,791,217.24,53.56,0.46,123,Electronics,1,0.32,Desktop,Morning,0.95,13,31.67
CUST_06291,21,Other,Columbus,543,180.32,123,2.35,97,Clothing,2,0.2,Mobile,Evening,0.86,11,45.79
CUST_06292,21,Other,Charlotte,414,535.56,82.02,3,19,Clothing,0,0.16,Mobile,Morning,0.76,7,52.83
CUST_06293,34,Male,San Diego,682,29.01,84.95,2.88,174,Sports,0,0.09,Mobile,Morning,0.88,10,56.28
CUST_06294,58,Male,Jacksonville,642,831.99,73.02,2.76,9,Sports,0,0.42,Mobile,Morning,0.83,10,61.26
CUST_06295,36,Male,San Jose,1433,314.17,75.17,1.02,51,Home,0,0.12,Mobile,Afternoon,0.65,14,49.18
CUST_06296,22,Male,San Diego,669,301.45,76.23,2.68,62,Electronics,1,0.38,Desktop,Evening,0.9,14,61.13
CUST_06297,49,Female,Jacksonville,22,128.6,36.57,0.49,156,Sports,2,0.24,Mobile,Afternoon,0.51,10,34.67
CUST_06298,39,Female,Phoenix,1662,336.72,81.44,1.82,125,Clothing,2,0.56,Desktop,Afternoon,0.79,14,38.71
CUST_06299,23,Other,Dallas,1427,226.19,94.99,0.87,85,Clothing,2,0.42,Desktop,Afternoon,0.7,15,43.86
CUST_06300,52,Other,San Diego,969,140.61,60.7,2.98,49,Clothing,1,0.33,Desktop,Evening,0.79,12,67.81
CUST_06301,39,Other,New York,1705,92.36,72.4,2.1,64,Home,3,0.31,Desktop,Morning,0.49,9,29.66
CUST_06302,18,Female,Dallas,1702,651.59,32.45,0.04,43,Sports,2,0.13,Desktop,Evening,0.57,12,34.91
CUST_06303,37,Other,Fort Worth,1181,76.6,102.74,1.66,7,Sports,0,0.29,Tablet,Morning,0.73,8,68.81
CUST_06304,39,Other,Columbus,330,91.95,113.98,0.56,8,Sports,2,0.74,Mobile,Morning,0.49,8,34.96
CUST_06305,65,Female,Columbus,1046,430.28,80.47,1.44,22,Home,1,0.33,Desktop,Afternoon,0.53,8,50.91
CUST_06306,28,Other,Phoenix,1496,128.14,83.82,1.65,161,Sports,0,0.13,Desktop,Afternoon,0.68,8,36.02
CUST_06307,30,Female,Dallas,1288,307.52,82.36,2.65,15,Electronics,2,0.2,Mobile,Afternoon,0.66,8,51.41
CUST_06308,59,Female,Dallas,1327,402.51,93.72,2.9,64,Sports,1,0.2,Mobile,Morning,0.93,8,50.3
CUST_06309,20,Male,San Jose,902,160.4,81.28,0.58,179,Sports,3,0.2,Mobile,Evening,0.66,9,19.17
CUST_06310,26,Male,San Jose,1799,210.46,100.58,1.7,112,Clothing,1,0.42,Desktop,Morning,0.92,9,42.73
CUST_06311,29,Female,Chicago,724,117.99,92.18,1.6,150,Sports,0,0.38,Tablet,Morning,0.48,7,28.35
CUST_06312,40,Female,San Diego,1489,308.49,94.24,0.72,37,Beauty,0,0.15,Mobile,Evening,0.88,14,52.47
CUST_06313,31,Male,San Antonio,1188,2439.8,84.6,1.72,121,Home,0,0.29,Mobile,Afternoon,0.48,7,45.18
CUST_06314,50,Other,Charlotte,1160,225.27,92.93,2.87,167,Clothing,1,0.15,Desktop,Morning,0.77,10,54.5
CUST_06315,35,Other,San Antonio,252,529.69,55.89,0.95,113,Home,0,0.15,Tablet,Morning,0.94,10,58.07
CUST_06316,66,Other,Jacksonville,205,505.16,27.17,2.86,7,Beauty,2,0.14,Mobile,Afternoon,0.94,17,51.09
CUST_06317,58,Female,San Jose,1326,772.02,72.99,0.63,31,Clothing,2,0.24,Mobile,Morning,0.96,11,63.25
CUST_06318,26,Male,Los Angeles,1266,622.26,121.49,3.58,39,Clothing,0,0.4,Mobile,Morning,0.82,14,82.85
CUST_06319,40,Other,Los Angeles,832,5.92,91.57,1.97,175,Beauty,1,0.48,Tablet,Morning,0.9,10,31.9
CUST_06320,27,Male,Los Angeles,791,184.96,93.42,1.24,12,Beauty,1,0.2,Mobile,Morning,0.86,13,64.68
CUST_06321,36,Male,Fort Worth,1085,1021.01,49.81,2.63,122,Electronics,4,0.12,Mobile,Evening,0.74,13,42.97
CUST_06322,64,Female,Austin,465,387.78,86.21,4.48,26,Clothing,0,0.44,Tablet,Afternoon,0.98,15,91.51
CUST_06323,22,Other,Los Angeles,1326,55.03,47.65,3.35,173,Home,0,0.35,Tablet,Morning,0.48,10,37.26
CUST_06324,64,Male,Columbus,1496,161.58,74.6,1.94,70,Sports,0,0.17,Mobile,Afternoon,0.8,12,54.53
CUST_06325,69,Female,Houston,394,166.61,68.45,3.29,2,Beauty,4,0.25,Mobile,Morning,0.62,8,55.7
CUST_06326,40,Female,San Antonio,1631,1032.48,86.63,4.28,84,Electronics,1,0.28,Desktop,Morning,0.82,12,63.06
CUST_06327,47,Female,Los Angeles,1021,403.05,75.82,1.62,60,Beauty,2,0.3,Tablet,Evening,0.73,6,39.2
CUST_06328,42,Other,Phoenix,660,468.66,97.35,2.16,71,Home,1,0.61,Tablet,Evening,0.69,8,24.31
CUST_06329,45,Other,Columbus,912,228.69,100.74,1.18,144,Sports,2,0.24,Tablet,Morning,0.56,9,37.09
CUST_06330,51,Female,San Antonio,1283,31.1,105.71,1.61,153,Sports,0,0.16,Desktop,Evening,0.5,12,40.32
CUST_06331,62,Other,Dallas,1566,39.11,150.54,1.72,28,Beauty,0,0.42,Mobile,Afternoon,0.57,19,63.32
CUST_06332,65,Other,San Diego,530,272.69,56.08,1.56,71,Sports,0,0.25,Tablet,Morning,0.72,9,45.54
CUST_06333,64,Male,Dallas,1211,97.7,64.83,3.18,165,Sports,2,0.41,Desktop,Evening,0.7,10,20.71
CUST_06334,42,Female,San Antonio,1236,55.05,65.47,0.12,178,Home,1,0.09,Desktop,Morning,0.79,11,29.44
CUST_06335,27,Female,Chicago,1059,152.07,26.55,2.03,42,Beauty,1,0.3,Tablet,Morning,0.61,12,22.8
CUST_06336,31,Other,New York,1171,677.49,82.07,1.94,7,Electronics,0,0.66,Mobile,Evening,0.33,12,50.72
CUST_06337,59,Female,San Jose,1306,37.91,72.58,1.53,152,Electronics,0,0.36,Desktop,Afternoon,0.54,9,48.38
CUST_06338,63,Female,San Antonio,1571,297.31,103.85,2.82,105,Clothing,1,0.2,Mobile,Morning,0.72,7,43.5
CUST_06339,47,Female,Fort Worth,1612,874.6,97.85,2.8,123,Home,1,0.69,Desktop,Afternoon,0.22,4,23.21
CUST_06340,58,Other,Austin,1608,155.94,86.17,2.05,54,Beauty,2,0.27,Desktop,Morning,0.85,10,51.23
CUST_06341,42,Other,Philadelphia,1273,179.68,81.78,2.31,172,Sports,3,0.3,Desktop,Morning,0.65,10,10.57
CUST_06342,31,Other,Los Angeles,57,1077.98,61.01,1.95,66,Home,0,0.05,Mobile,Afternoon,0.72,16,80.14
CUST_06343,52,Male,New York,1329,524.92,79.93,2.62,56,Beauty,2,0.25,Tablet,Evening,0.49,12,58.7
CUST_06344,69,Female,Jacksonville,522,799.03,84.55,3.57,48,Beauty,1,0.6,Mobile,Afternoon,0.78,13,60.35
CUST_06345,65,Male,San Jose,1749,170.69,74.34,3.07,53,Home,1,0.55,Desktop,Morning,0.73,8,38.38
CUST_06346,51,Other,Houston,361,2869.11,74.51,4.24,174,Home,0,0.1,Desktop,Morning,0.86,15,84.33
CUST_06347,27,Male,Columbus,1261,75.93,78.54,2.84,101,Home,1,0.26,Tablet,Evening,0.61,10,48.92
CUST_06348,52,Female,Houston,234,1634.26,80.27,0.16,23,Clothing,1,0.07,Mobile,Afternoon,0.57,6,62.92
CUST_06349,28,Female,Philadelphia,223,1161.9,97.52,2.64,61,Sports,0,0.15,Tablet,Evening,0.64,12,76.03
CUST_06350,28,Other,Austin,1640,401.36,9.59,1.26,32,Home,0,0.32,Tablet,Morning,0.53,12,45.31
CUST_06351,38,Other,Phoenix,327,440.1,82,3.31,98,Clothing,0,0.02,Desktop,Morning,0.78,7,47.12
CUST_06352,38,Male,Dallas,1122,745.93,81.56,1.73,39,Electronics,2,0.11,Desktop,Morning,0.92,10,63.09
CUST_06353,39,Other,San Diego,1250,183.21,96.23,0.67,156,Clothing,1,0.62,Desktop,Evening,0.65,14,40.05
CUST_06354,62,Male,Dallas,1758,374.83,72.46,2.34,7,Sports,1,0.32,Mobile,Afternoon,0.78,9,54.78
CUST_06355,24,Female,San Jose,836,1163.31,22.62,1.72,15,Electronics,0,0.44,Tablet,Afternoon,0.76,14,76.2
CUST_06356,34,Female,San Antonio,489,35.34,29.57,2.42,122,Home,2,0.16,Mobile,Evening,0.76,13,50.31
CUST_06357,19,Female,Dallas,478,1179.73,23,2.35,160,Home,2,0.51,Desktop,Evening,0.77,3,35.75
CUST_06358,29,Female,Chicago,985,652.41,100.36,2.36,63,Home,1,0.12,Mobile,Morning,0.52,10,57.14
CUST_06359,59,Female,Dallas,1358,734.5,39.06,2.37,138,Home,2,0.25,Mobile,Afternoon,0.51,14,37.53
CUST_06360,35,Male,Los Angeles,792,33.45,108,2.87,156,Electronics,0,0.07,Mobile,Afternoon,0.72,17,48.56
CUST_06361,28,Female,Dallas,1579,103.98,65.72,2.18,48,Clothing,0,0.37,Mobile,Evening,0.67,10,38.2
CUST_06362,33,Male,Fort Worth,512,1296.88,69.65,1.88,108,Clothing,1,0.47,Tablet,Afternoon,0.76,14,52.34
CUST_06363,66,Female,Philadelphia,1013,66.22,118.58,1.75,87,Beauty,0,0.3,Tablet,Morning,0.83,8,61.98
CUST_06364,68,Male,Houston,382,498.73,82.05,1.64,4,Clothing,0,0.59,Desktop,Evening,0.8,9,69.04
CUST_06365,35,Male,Jacksonville,1447,763.22,40.88,1.73,43,Clothing,0,0.53,Mobile,Evening,0.61,9,51.53
CUST_06366,52,Male,Columbus,1372,131.52,78.03,2.86,134,Clothing,1,0.16,Desktop,Morning,0.82,15,46.64
CUST_06367,43,Other,Jacksonville,1177,599.97,99,3.33,69,Clothing,0,0.18,Tablet,Morning,0.78,10,82.75
CUST_06368,33,Male,Fort Worth,452,33.91,61.67,2.8,68,Clothing,1,0.46,Desktop,Afternoon,0.63,6,44.76
CUST_06369,23,Male,Austin,1314,345.34,120.58,2.31,78,Electronics,1,0.16,Tablet,Morning,0.43,6,43.38
CUST_06370,61,Female,Los Angeles,1760,203.56,43.78,2.09,154,Sports,2,0.1,Desktop,Afternoon,0.56,13,34.7
CUST_06371,60,Male,Fort Worth,1143,518.86,22.3,2.24,98,Sports,0,0.58,Desktop,Morning,0.52,11,31.15
CUST_06372,64,Male,San Jose,214,1099.13,118.58,2.25,53,Beauty,0,0.58,Mobile,Afternoon,0.82,11,59.82
CUST_06373,64,Other,Chicago,565,67.05,53.76,1.41,125,Clothing,0,0.2,Mobile,Evening,0.65,7,32.98
CUST_06374,65,Female,Phoenix,732,299.2,50.64,1.28,22,Home,2,0.42,Mobile,Morning,0.88,11,27.12
CUST_06375,59,Other,Dallas,439,275.12,62.46,2.09,144,Sports,1,0.15,Tablet,Morning,0.64,9,54.48
CUST_06376,29,Other,San Antonio,755,195.63,50.67,1.15,116,Home,0,0.52,Mobile,Evening,0.66,10,34.61
CUST_06377,30,Other,Austin,1589,327.12,97.48,1.21,86,Beauty,3,0.18,Mobile,Morning,0.39,6,41.4
CUST_06378,21,Male,Jacksonville,629,1063.18,63.38,1.33,45,Home,3,0.17,Desktop,Morning,0.47,13,63.27
CUST_06379,56,Other,Fort Worth,903,1818.37,45.26,3.19,102,Clothing,1,0.41,Desktop,Evening,0.49,11,40.64
CUST_06380,19,Other,Austin,1471,1.42,68.16,3.5,46,Clothing,3,0.35,Tablet,Evening,0.78,12,58.06
CUST_06381,43,Female,Chicago,1066,671.68,52.33,2,58,Electronics,1,0.35,Tablet,Evening,0.53,5,45.17
CUST_06382,44,Female,Fort Worth,395,477.36,74.01,2.06,102,Clothing,2,0.23,Mobile,Morning,0.48,10,58.02
CUST_06383,44,Female,Houston,247,2602.61,51.14,2.72,172,Sports,2,0.04,Mobile,Morning,0.51,12,63.48
CUST_06384,32,Female,Columbus,905,47.12,70.13,1.11,109,Clothing,2,0.56,Desktop,Afternoon,0.91,14,46.15
CUST_06385,25,Other,Jacksonville,1315,833.92,70.74,2.12,61,Clothing,3,0.73,Tablet,Afternoon,0.97,7,44.48
CUST_06386,24,Female,Austin,248,1358.51,121.62,3.98,53,Home,2,0.22,Mobile,Afternoon,0.88,10,54.43
CUST_06387,64,Male,Los Angeles,1637,1215.87,104.45,1.94,124,Beauty,1,0.18,Mobile,Morning,0.91,9,43.6
CUST_06388,63,Other,Columbus,599,411.14,79.32,1.9,113,Clothing,0,0.21,Desktop,Evening,0.79,14,59.05
CUST_06389,57,Female,San Diego,865,198.42,67.36,1.92,140,Sports,1,0.31,Mobile,Morning,0.83,6,37.54
CUST_06390,29,Other,Philadelphia,1473,510.69,67.04,1.77,11,Beauty,4,0.35,Mobile,Evening,0.71,11,45.86
CUST_06391,30,Female,Chicago,84,182.69,78.21,2.43,1,Clothing,1,0.12,Tablet,Morning,0.7,10,57.33
CUST_06392,60,Other,Fort Worth,773,265.74,54.01,2.31,41,Beauty,0,0.11,Tablet,Afternoon,0.61,5,53.23
CUST_06393,34,Female,Phoenix,1245,295.05,65.61,-0.04,10,Sports,1,0.36,Desktop,Afternoon,0.63,12,38.66
CUST_06394,34,Male,Phoenix,1690,179.73,68.75,2.58,112,Home,0,0.36,Mobile,Evening,0.43,7,37.34
CUST_06395,53,Female,Jacksonville,51,209.14,74.48,1.04,77,Home,0,0.19,Desktop,Morning,0.77,10,63.95
CUST_06396,38,Other,New York,550,3.67,78.96,2.67,149,Electronics,0,0.27,Mobile,Afternoon,0.62,7,43.42
CUST_06397,25,Other,Fort Worth,771,176.26,93.18,2.04,108,Sports,1,0.34,Mobile,Morning,0.71,9,31.6
CUST_06398,22,Male,Phoenix,981,319.62,98.07,2.14,176,Clothing,0,0.22,Desktop,Afternoon,0.5,6,27.25
